"Plot Title: pond"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 2252217, SEN S/N: 2226785, LBL: soiltemp)","Water Content, m³/m³ (LGR S/N: 2252217, SEN S/N: 9866284, LBL: wc_soil)","Temp, °C (LGR S/N: 2252217, SEN S/N: 10197815, LBL: airtemp)","RH, % (LGR S/N: 2252217, SEN S/N: 10197815, LBL: rh)"
784,09/25/17 06:00:00  AM,18.818,0.3308,18.699,94.700
785,09/25/17 07:00:00  AM,18.628,0.3300,18.390,95.000
786,09/25/17 08:00:00  AM,18.438,0.3300,19.151,95.300
787,09/25/17 09:00:00  AM,18.390,0.3300,21.390,95.500
788,09/25/17 10:00:00  AM,18.533,0.3308,25.817,92.000
789,09/25/17 11:00:00  AM,18.985,0.3308,28.891,73.400
790,09/25/17 12:00:00  PM,19.579,0.3308,28.816,62.200
791,09/25/17 01:00:00  PM,20.388,0.3315,31.842,58.400
792,09/25/17 02:00:00  PM,21.676,0.3315,30.925,56.700
793,09/25/17 03:00:00  PM,22.250,0.3322,29.464,58.100
794,09/25/17 04:00:00  PM,22.393,0.3322,28.692,61.700
795,09/25/17 05:00:00  PM,22.298,0.3322,27.677,64.200
796,09/25/17 06:00:00  PM,22.130,0.3322,25.987,67.800
797,09/25/17 07:00:00  PM,21.843,0.3322,23.978,74.500
798,09/25/17 08:00:00  PM,21.461,0.3322,22.681,80.900
799,09/25/17 09:00:00  PM,21.032,0.3322,21.700,85.800
800,09/25/17 10:00:00  PM,20.674,0.3315,21.056,89.600
801,09/25/17 11:00:00  PM,20.341,0.3315,20.674,91.700
802,09/26/17 12:00:00  AM,20.079,0.3315,20.507,93.100
803,09/26/17 01:00:00  AM,19.841,0.3308,20.293,94.000
804,09/26/17 02:00:00  AM,19.651,0.3315,19.912,94.600
805,09/26/17 03:00:00  AM,19.436,0.3308,19.627,95.100
806,09/26/17 04:00:00  AM,19.270,0.3308,19.579,95.500
807,09/26/17 05:00:00  AM,19.127,0.3308,19.056,95.800
808,09/26/17 06:00:00  AM,18.985,0.3308,18.699,96.100
809,09/26/17 07:00:00  AM,18.794,0.3300,18.438,96.400
810,09/26/17 08:00:00  AM,18.628,0.3300,18.913,96.600
811,09/26/17 09:00:00  AM,18.533,0.3300,20.865,96.600
812,09/26/17 10:00:00  AM,18.652,0.3308,23.521,96.300
813,09/26/17 11:00:00  AM,18.937,0.3308,28.072,89.100
814,09/26/17 12:00:00  PM,19.532,0.3308,28.147,74.500
815,09/26/17 01:00:00  PM,20.412,0.3315,32.639,68.400
816,09/26/17 02:00:00  PM,21.939,0.3322,32.433,60.400
817,09/26/17 03:00:00  PM,22.824,0.3329,31.052,58.800
818,09/26/17 04:00:00  PM,23.088,0.3329,28.941,62.700
819,09/26/17 05:00:00  PM,22.920,0.3329,28.617,62.600
820,09/26/17 06:00:00  PM,22.681,0.3329,27.161,66.000
821,09/26/17 07:00:00  PM,22.345,0.3329,25.210,70.000
822,09/26/17 08:00:00  PM,21.939,0.3329,23.833,78.000
823,09/26/17 09:00:00  PM,21.533,0.3322,23.424,78.800
824,09/26/17 10:00:00  PM,21.151,0.3322,23.232,75.100
825,09/26/17 11:00:00  PM,20.817,0.3315,22.800,74.200
826,09/27/17 12:00:00  AM,20.484,0.3315,21.795,75.600
827,09/27/17 01:00:00  AM,20.174,0.3308,20.650,79.000
828,09/27/17 02:00:00  AM,19.888,0.3315,20.698,83.500
829,09/27/17 03:00:00  AM,19.603,0.3308,19.746,83.100
830,09/27/17 04:00:00  AM,19.341,0.3308,18.889,86.600
831,09/27/17 05:00:00  AM,19.103,0.3308,18.438,89.200
832,09/27/17 06:00:00  AM,18.866,0.3300,18.200,91.100
833,09/27/17 07:00:00  AM,18.652,0.3300,17.819,92.400
834,09/27/17 08:00:00  AM,18.461,0.3300,18.937,93.300
835,09/27/17 09:00:00  AM,18.414,0.3300,22.705,93.300
836,09/27/17 10:00:00  AM,18.675,0.3308,26.353,79.800
837,09/27/17 11:00:00  AM,19.270,0.3308,27.899,65.200
838,09/27/17 12:00:00  PM,19.912,0.3308,28.270,60.100
839,09/27/17 01:00:00  PM,20.555,0.3315,29.165,59.000
840,09/27/17 02:00:00  PM,21.533,0.3322,26.965,59.300
841,09/27/17 03:00:00  PM,21.891,0.3322,24.992,67.600
842,09/27/17 04:00:00  PM,21.772,0.3322,23.954,71.800
843,09/27/17 05:00:00  PM,21.676,0.3322,22.776,67.200
844,09/27/17 06:00:00  PM,21.342,0.3308,21.437,63.900
845,09/27/17 07:00:00  PM,20.698,0.3308,19.555,63.500
846,09/27/17 08:00:00  PM,19.984,0.3300,18.414,65.000
847,09/27/17 09:00:00  PM,19.365,0.3293,17.153,67.300
848,09/27/17 10:00:00  PM,18.794,0.3286,16.225,70.800
849,09/27/17 11:00:00  PM,18.247,0.3286,15.366,74.500
850,09/28/17 12:00:00  AM,17.796,0.3279,15.247,75.900
851,09/28/17 01:00:00  AM,17.415,0.3279,14.840,73.900
852,09/28/17 02:00:00  AM,17.011,0.3271,14.026,70.700
853,09/28/17 03:00:00  AM,16.630,0.3271,13.137,73.200
854,09/28/17 04:00:00  AM,16.249,0.3264,12.147,76.100
855,09/28/17 05:00:00  AM,15.867,0.3257,12.413,78.300
856,09/28/17 06:00:00  AM,15.557,0.3250,12.461,74.500
857,09/28/17 07:00:00  AM,15.342,0.3257,12.437,72.900
858,09/28/17 08:00:00  AM,15.175,0.3250,11.662,73.500
859,09/28/17 09:00:00  AM,15.031,0.3250,13.714,75.400
860,09/28/17 10:00:00  AM,15.127,0.3257,14.170,73.000
861,09/28/17 11:00:00  AM,15.366,0.3250,15.557,71.100
862,09/28/17 12:00:00  PM,15.676,0.3250,15.055,65.200
863,09/28/17 01:00:00  PM,15.939,0.3257,16.034,63.800
864,09/28/17 02:00:00  PM,16.320,0.3250,18.390,60.200
865,09/28/17 03:00:00  PM,16.820,0.3250,18.485,52.500
866,09/28/17 04:00:00  PM,17.130,0.3250,17.772,47.600
867,09/28/17 05:00:00  PM,16.868,0.3250,17.034,49.500
868,09/28/17 06:00:00  PM,16.558,0.3250,15.963,52.000
869,09/28/17 07:00:00  PM,16.249,0.3242,15.676,52.200
870,09/28/17 08:00:00  PM,15.939,0.3242,13.858,59.500
871,09/28/17 09:00:00  PM,15.533,0.3242,12.703,64.500
872,09/28/17 10:00:00  PM,15.151,0.3242,10.663,70.100
873,09/28/17 11:00:00  PM,14.697,0.3235,8.866,78.300
874,09/29/17 12:00:00  AM,14.242,0.3228,8.319,84.500
875,09/29/17 01:00:00  AM,13.810,0.3220,8.045,87.700
876,09/29/17 02:00:00  AM,13.425,0.3213,7.419,89.600
877,09/29/17 03:00:00  AM,13.088,0.3213,7.041,91.000
878,09/29/17 04:00:00  AM,12.775,0.3213,6.813,92.200
879,09/29/17 05:00:00  AM,12.509,0.3213,6.788,93.000
880,09/29/17 06:00:00  AM,12.316,0.3206,7.695,93.700
881,09/29/17 07:00:00  AM,12.219,0.3206,7.795,94.200
882,09/29/17 08:00:00  AM,12.219,0.3206,9.509,94.400
883,09/29/17 09:00:00  AM,12.316,0.3213,12.292,93.900
884,09/29/17 10:00:00  AM,12.630,0.3213,12.992,90.100
885,09/29/17 11:00:00  AM,13.064,0.3228,13.137,89.600
886,09/29/17 12:00:00  PM,13.473,0.3264,13.570,91.200
887,09/29/17 01:00:00  PM,13.882,0.3264,17.082,92.100
888,09/29/17 02:00:00  PM,14.984,0.3257,19.103,80.800
889,09/29/17 03:00:00  PM,15.819,0.3279,16.677,81.700
890,09/29/17 04:00:00  PM,16.153,0.3271,16.844,78.300
891,09/29/17 05:00:00  PM,16.082,0.3264,15.223,68.600
892,09/29/17 06:00:00  PM,15.748,0.3257,13.522,69.800
893,09/29/17 07:00:00  PM,15.342,0.3250,12.219,72.800
894,09/29/17 08:00:00  PM,14.840,0.3250,11.734,77.300
895,09/29/17 09:00:00  PM,14.385,0.3235,10.296,82.200
896,09/29/17 10:00:00  PM,13.978,0.3235,9.262,89.000
897,09/29/17 11:00:00  PM,13.618,0.3228,9.336,92.000
898,09/30/17 12:00:00  AM,13.305,0.3228,9.114,90.100
899,09/30/17 01:00:00  AM,12.968,0.3228,8.618,88.200
900,09/30/17 02:00:00  AM,12.630,0.3228,9.139,88.100
901,09/30/17 03:00:00  AM,12.413,0.3220,8.817,86.900
902,09/30/17 04:00:00  AM,12.219,0.3220,9.114,86.700
903,09/30/17 05:00:00  AM,12.147,0.3213,7.820,85.000
904,09/30/17 06:00:00  AM,11.929,0.3206,7.242,85.500
905,09/30/17 07:00:00  AM,11.613,0.3206,6.306,85.800
906,09/30/17 08:00:00  AM,11.321,0.3206,6.535,86.400
907,09/30/17 09:00:00  AM,11.078,0.3199,7.995,84.300
908,09/30/17 10:00:00  AM,10.956,0.3199,9.534,80.700
909,09/30/17 11:00:00  AM,11.005,0.3199,11.394,73.700
910,09/30/17 12:00:00  PM,11.175,0.3199,12.485,62.900
911,09/30/17 01:00:00  PM,11.686,0.3191,13.954,55.600
912,09/30/17 02:00:00  PM,12.823,0.3191,14.553,50.700
913,09/30/17 03:00:00  PM,13.642,0.3199,14.625,48.500
914,09/30/17 04:00:00  PM,13.930,0.3199,13.978,48.200
915,09/30/17 05:00:00  PM,13.618,0.3199,13.762,49.700
916,09/30/17 06:00:00  PM,13.329,0.3199,12.050,52.600
917,09/30/17 07:00:00  PM,13.040,0.3191,9.706,66.100
918,09/30/17 08:00:00  PM,12.654,0.3191,8.145,75.400
919,09/30/17 09:00:00  PM,12.195,0.3184,7.041,81.500
920,09/30/17 10:00:00  PM,11.783,0.3184,8.195,86.000
921,09/30/17 11:00:00  PM,11.443,0.3184,6.763,83.600
922,10/01/17 12:00:00  AM,11.175,0.3177,5.898,86.100
923,10/01/17 01:00:00  AM,10.858,0.3170,5.693,88.600
924,10/01/17 02:00:00  AM,10.565,0.3170,4.869,90.300
925,10/01/17 03:00:00  AM,10.296,0.3170,4.220,91.600
926,10/01/17 04:00:00  AM,10.026,0.3162,3.854,92.600
927,10/01/17 05:00:00  AM,9.780,0.3162,3.459,93.300
928,10/01/17 06:00:00  AM,9.534,0.3162,2.983,93.900
929,10/01/17 07:00:00  AM,9.287,0.3162,2.690,94.400
930,10/01/17 08:00:00  AM,9.040,0.3155,3.459,94.800
931,10/01/17 09:00:00  AM,8.891,0.3155,6.509,95.100
932,10/01/17 10:00:00  AM,8.990,0.3162,10.932,93.700
933,10/01/17 11:00:00  AM,9.336,0.3177,14.266,76.700
934,10/01/17 12:00:00  PM,9.879,0.3177,15.915,65.700
935,10/01/17 01:00:00  PM,10.736,0.3184,19.246,60.600
936,10/01/17 02:00:00  PM,12.243,0.3191,18.485,55.600
937,10/01/17 03:00:00  PM,13.738,0.3191,16.796,52.800
938,10/01/17 04:00:00  PM,14.074,0.3199,15.915,55.800
939,10/01/17 05:00:00  PM,13.834,0.3191,14.888,61.400
940,10/01/17 06:00:00  PM,13.666,0.3199,13.305,68.200
941,10/01/17 07:00:00  PM,13.377,0.3199,12.025,74.300
942,10/01/17 08:00:00  PM,12.992,0.3191,9.903,81.300
943,10/01/17 09:00:00  PM,12.582,0.3191,8.916,87.100
944,10/01/17 10:00:00  PM,12.195,0.3184,8.270,90.100
945,10/01/17 11:00:00  PM,11.856,0.3184,7.720,91.900
946,10/02/17 12:00:00  AM,11.540,0.3184,7.268,93.100
947,10/02/17 01:00:00  AM,11.248,0.3177,6.813,94.000
948,10/02/17 02:00:00  AM,10.956,0.3184,6.357,94.600
949,10/02/17 03:00:00  AM,10.687,0.3170,5.872,95.100
950,10/02/17 04:00:00  AM,10.443,0.3177,5.411,95.500
951,10/02/17 05:00:00  AM,10.198,0.3170,5.488,95.900
952,10/02/17 06:00:00  AM,10.001,0.3170,5.462,96.200
953,10/02/17 07:00:00  AM,9.829,0.3162,5.462,96.400
954,10/02/17 08:00:00  AM,9.682,0.3170,6.331,96.700
955,10/02/17 09:00:00  AM,9.608,0.3170,9.188,96.800
956,10/02/17 10:00:00  AM,9.756,0.3170,12.968,96.800
957,10/02/17 11:00:00  AM,10.222,0.3177,15.533,96.000
958,10/02/17 12:00:00  PM,10.810,0.3177,16.749,76.700
959,10/02/17 01:00:00  PM,11.637,0.3177,18.390,64.100
960,10/02/17 02:00:00  PM,12.823,0.3184,18.628,63.500
961,10/02/17 03:00:00  PM,14.146,0.3184,17.915,64.200
962,10/02/17 04:00:00  PM,14.505,0.3191,17.534,65.600
963,10/02/17 05:00:00  PM,14.337,0.3199,16.868,66.100
964,10/02/17 06:00:00  PM,14.146,0.3191,16.010,71.500
965,10/02/17 07:00:00  PM,14.002,0.3199,14.912,76.500
966,10/02/17 08:00:00  PM,13.762,0.3191,13.401,81.500
967,10/02/17 09:00:00  PM,13.425,0.3191,12.074,86.500
968,10/02/17 10:00:00  PM,13.088,0.3191,11.029,90.000
969,10/02/17 11:00:00  PM,12.775,0.3191,10.247,92.200
970,10/03/17 12:00:00  AM,12.485,0.3184,9.903,93.500
971,10/03/17 01:00:00  AM,12.219,0.3184,9.361,94.300
972,10/03/17 02:00:00  AM,11.977,0.3184,8.693,95.000
973,10/03/17 03:00:00  AM,11.710,0.3184,8.245,95.500
974,10/03/17 04:00:00  AM,11.492,0.3177,7.995,95.900
975,10/03/17 05:00:00  AM,11.273,0.3184,7.670,96.200
976,10/03/17 06:00:00  AM,11.053,0.3177,7.343,96.500
977,10/03/17 07:00:00  AM,10.834,0.3177,7.368,96.800
978,10/03/17 08:00:00  AM,10.663,0.3177,7.745,97.000
979,10/03/17 09:00:00  AM,10.565,0.3177,10.320,97.100
980,10/03/17 10:00:00  AM,10.663,0.3177,13.882,97.000
981,10/03/17 11:00:00  AM,11.029,0.3184,17.748,96.600
982,10/03/17 12:00:00  PM,11.613,0.3191,21.175,82.600
983,10/03/17 01:00:00  PM,12.582,0.3191,24.267,65.400
984,10/03/17 02:00:00  PM,13.978,0.3199,25.162,56.000
985,10/03/17 03:00:00  PM,15.676,0.3206,24.026,54.900
986,10/03/17 04:00:00  PM,16.320,0.3213,22.106,59.900
987,10/03/17 05:00:00  PM,16.177,0.3213,20.865,63.500
988,10/03/17 06:00:00  PM,15.963,0.3213,20.174,68.000
989,10/03/17 07:00:00  PM,15.748,0.3213,19.865,61.100
990,10/03/17 08:00:00  PM,15.438,0.3220,17.772,60.600
991,10/03/17 09:00:00  PM,15.103,0.3213,16.415,67.400
992,10/03/17 10:00:00  PM,14.792,0.3213,14.960,73.900
993,10/03/17 11:00:00  PM,14.505,0.3213,14.409,79.600
994,10/04/17 12:00:00  AM,14.290,0.3213,16.725,83.700
995,10/04/17 01:00:00  AM,14.266,0.3213,19.413,72.300
996,10/04/17 02:00:00  AM,14.361,0.3213,20.317,61.800
997,10/04/17 03:00:00  AM,14.481,0.3220,19.270,64.800
998,10/04/17 04:00:00  AM,14.505,0.3220,18.580,67.900
999,10/04/17 05:00:00  AM,14.505,0.3220,19.294,70.000
1000,10/04/17 06:00:00  AM,14.625,0.3220,19.627,71.100
1001,10/04/17 07:00:00  AM,14.792,0.3228,20.055,72.700
1002,10/04/17 08:00:00  AM,15.008,0.3228,19.603,75.200
1003,10/04/17 09:00:00  AM,15.175,0.3228,21.032,78.600
1004,10/04/17 10:00:00  AM,15.485,0.3235,22.824,76.100
1005,10/04/17 11:00:00  AM,16.129,0.3242,24.267,75.600
1006,10/04/17 12:00:00  PM,16.725,0.3250,26.916,68.500
1007,10/04/17 01:00:00  PM,17.558,0.3300,21.628,73.800
1008,10/04/17 02:00:00  PM,18.271,0.3315,22.776,89.500
1009,10/04/17 03:00:00  PM,18.794,0.3315,24.629,85.300
1010,10/04/17 04:00:00  PM,19.365,0.3315,24.557,78.400
1011,10/04/17 05:00:00  PM,19.651,0.3315,24.557,78.400
1012,10/04/17 06:00:00  PM,19.722,0.3315,23.978,79.700
1013,10/04/17 07:00:00  PM,19.674,0.3635,19.175,83.500
1014,10/04/17 08:00:00  PM,19.532,0.3518,17.677,91.900
1015,10/04/17 09:00:00  PM,18.985,0.3438,16.773,93.400
1016,10/04/17 10:00:00  PM,18.343,0.3395,15.605,92.600
1017,10/04/17 11:00:00  PM,17.677,0.3366,13.882,92.100
1018,10/05/17 12:00:00  AM,17.011,0.3344,12.340,93.200
1019,10/05/17 01:00:00  AM,16.320,0.3329,11.516,94.200
1020,10/05/17 02:00:00  AM,15.676,0.3308,10.980,95.000
1021,10/05/17 03:00:00  AM,15.103,0.3300,10.173,95.500
1022,10/05/17 04:00:00  AM,14.577,0.3286,9.854,96.000
1023,10/05/17 05:00:00  AM,14.122,0.3279,9.534,96.400
1024,10/05/17 06:00:00  AM,13.690,0.3271,9.460,96.600
1025,10/05/17 07:00:00  AM,13.329,0.3257,9.706,96.800
1026,10/05/17 08:00:00  AM,13.040,0.3257,10.026,97.000
1027,10/05/17 09:00:00  AM,12.847,0.3257,12.389,97.100
1028,10/05/17 10:00:00  AM,12.920,0.3257,13.834,97.100
1029,10/05/17 11:00:00  AM,13.112,0.3250,16.487,96.900
1030,10/05/17 12:00:00  PM,13.546,0.3257,19.056,87.100
1031,10/05/17 01:00:00  PM,14.385,0.3257,21.987,66.400
1032,10/05/17 02:00:00  PM,15.533,0.3257,22.154,56.300
1033,10/05/17 03:00:00  PM,16.677,0.3264,22.609,50.300
1034,10/05/17 04:00:00  PM,17.011,0.3264,21.199,46.000
1035,10/05/17 05:00:00  PM,16.677,0.3257,20.674,44.800
1036,10/05/17 06:00:00  PM,16.320,0.3250,20.222,46.500
1037,10/05/17 07:00:00  PM,16.058,0.3250,19.080,48.900
1038,10/05/17 08:00:00  PM,15.819,0.3250,16.796,54.500
1039,10/05/17 09:00:00  PM,15.581,0.3250,15.676,64.900
1040,10/05/17 10:00:00  PM,15.342,0.3242,16.463,68.700
1041,10/05/17 11:00:00  PM,15.175,0.3242,14.984,69.500
1042,10/06/17 12:00:00  AM,14.960,0.3242,14.936,74.000
1043,10/06/17 01:00:00  AM,14.816,0.3235,14.840,76.300
1044,10/06/17 02:00:00  AM,14.745,0.3235,14.768,77.300
1045,10/06/17 03:00:00  AM,14.697,0.3235,14.218,82.100
1046,10/06/17 04:00:00  AM,14.673,0.3235,14.098,87.800
1047,10/06/17 05:00:00  AM,14.625,0.3235,14.074,90.500
1048,10/06/17 06:00:00  AM,14.577,0.3235,13.738,91.800
1049,10/06/17 07:00:00  AM,14.529,0.3235,13.618,92.600
1050,10/06/17 08:00:00  AM,14.481,0.3235,13.858,93.100
1051,10/06/17 09:00:00  AM,14.481,0.3235,14.984,93.400
1052,10/06/17 10:00:00  AM,14.625,0.3235,16.820,90.000
1053,10/06/17 11:00:00  AM,15.031,0.3235,18.343,79.400
1054,10/06/17 12:00:00  PM,15.557,0.3242,19.199,71.700
1055,10/06/17 01:00:00  PM,16.010,0.3242,21.294,66.100
1056,10/06/17 02:00:00  PM,16.796,0.3250,20.627,62.000
1057,10/06/17 03:00:00  PM,17.415,0.3250,19.841,67.800
1058,10/06/17 04:00:00  PM,17.701,0.3250,20.222,67.200
1059,10/06/17 05:00:00  PM,17.653,0.3250,19.175,69.300
1060,10/06/17 06:00:00  PM,17.510,0.3250,18.224,71.600
1061,10/06/17 07:00:00  PM,17.249,0.3242,17.225,77.300
1062,10/06/17 08:00:00  PM,16.987,0.3242,16.987,81.000
1063,10/06/17 09:00:00  PM,16.773,0.3242,17.201,81.100
1064,10/06/17 10:00:00  PM,16.606,0.3242,17.130,84.100
1065,10/06/17 11:00:00  PM,16.487,0.3242,17.058,86.500
1066,10/07/17 12:00:00  AM,16.415,0.3235,16.892,88.600
1067,10/07/17 01:00:00  AM,16.392,0.3242,16.915,91.700
1068,10/07/17 02:00:00  AM,16.368,0.3242,16.939,93.400
1069,10/07/17 03:00:00  AM,16.344,0.3242,17.106,94.400
1070,10/07/17 04:00:00  AM,16.368,0.3242,17.272,95.000
1071,10/07/17 05:00:00  AM,16.392,0.3242,17.986,95.500
1072,10/07/17 06:00:00  AM,16.415,0.3242,18.129,95.800
1073,10/07/17 07:00:00  AM,16.439,0.3250,18.081,96.200
1074,10/07/17 08:00:00  AM,16.463,0.3264,17.677,96.400
1075,10/07/17 09:00:00  AM,16.487,0.3257,18.247,96.600
1076,10/07/17 10:00:00  AM,16.654,0.3257,18.652,96.700
1077,10/07/17 11:00:00  AM,16.939,0.3264,19.532,96.800
1078,10/07/17 12:00:00  PM,17.368,0.3271,20.007,96.600
1079,10/07/17 01:00:00  PM,17.772,0.3271,21.509,96.000
1080,10/07/17 02:00:00  PM,18.295,0.3271,24.726,89.900
1081,10/07/17 03:00:00  PM,19.199,0.3271,25.987,73.600
1082,10/07/17 04:00:00  PM,19.722,0.3279,25.331,64.600
1083,10/07/17 05:00:00  PM,19.770,0.3279,24.992,63.900
1084,10/07/17 06:00:00  PM,19.698,0.3271,25.186,60.600
1085,10/07/17 07:00:00  PM,19.484,0.3271,22.753,63.900
1086,10/07/17 08:00:00  PM,19.080,0.3271,21.604,70.600
1087,10/07/17 09:00:00  PM,18.675,0.3271,20.079,76.000
1088,10/07/17 10:00:00  PM,18.319,0.3264,20.770,80.900
1089,10/07/17 11:00:00  PM,18.057,0.3264,21.342,79.800
1090,10/08/17 12:00:00  AM,17.915,0.3264,22.034,76.200
1091,10/08/17 01:00:00  AM,17.867,0.3264,20.913,71.900
1092,10/08/17 02:00:00  AM,17.891,0.3344,19.270,86.700
1093,10/08/17 03:00:00  AM,17.915,0.3329,19.365,92.300
1094,10/08/17 04:00:00  AM,17.891,0.3315,19.960,93.900
1095,10/08/17 05:00:00  AM,17.891,0.3308,18.913,92.900
1096,10/08/17 06:00:00  AM,17.724,0.3293,18.461,86.600
1097,10/08/17 07:00:00  AM,17.439,0.3293,17.986,83.800
1098,10/08/17 08:00:00  AM,17.225,0.3279,17.843,83.900
1099,10/08/17 09:00:00  AM,17.082,0.3271,18.343,83.700
1100,10/08/17 10:00:00  AM,17.106,0.3271,19.674,81.100
1101,10/08/17 11:00:00  AM,17.344,0.3279,19.817,78.000
1102,10/08/17 12:00:00  PM,17.629,0.3271,21.413,78.000
1103,10/08/17 01:00:00  PM,18.057,0.3271,23.617,69.600
1104,10/08/17 02:00:00  PM,18.747,0.3271,24.605,61.600
1105,10/08/17 03:00:00  PM,19.460,0.3271,24.484,55.000
1106,10/08/17 04:00:00  PM,19.841,0.3264,23.088,52.800
1107,10/08/17 05:00:00  PM,19.555,0.3264,23.112,54.600
1108,10/08/17 06:00:00  PM,19.341,0.3264,21.270,62.000
1109,10/08/17 07:00:00  PM,19.032,0.3257,19.555,72.700
1110,10/08/17 08:00:00  PM,18.580,0.3257,17.653,77.800
1111,10/08/17 09:00:00  PM,18.129,0.3257,16.963,82.500
1112,10/08/17 10:00:00  PM,17.701,0.3250,16.820,85.900
1113,10/08/17 11:00:00  PM,17.391,0.3250,16.058,88.000
1114,10/09/17 12:00:00  AM,17.106,0.3250,15.867,90.000
1115,10/09/17 01:00:00  AM,16.892,0.3242,15.963,91.500
1116,10/09/17 02:00:00  AM,16.725,0.3250,16.177,92.200
1117,10/09/17 03:00:00  AM,16.654,0.3300,16.511,93.100
1118,10/09/17 04:00:00  AM,16.606,0.3329,16.701,94.100
1119,10/09/17 05:00:00  AM,16.582,0.3424,14.745,94.900
1120,10/09/17 06:00:00  AM,16.392,0.3424,15.103,95.500
1121,10/09/17 07:00:00  AM,16.249,0.3504,15.533,95.900
1122,10/09/17 08:00:00  AM,16.153,0.3642,15.414,96.200
1123,10/09/17 09:00:00  AM,16.129,0.3576,15.915,96.500
1124,10/09/17 10:00:00  AM,16.225,0.3526,16.677,96.700
1125,10/09/17 11:00:00  AM,16.463,0.3460,17.582,96.800
1126,10/09/17 12:00:00  PM,16.844,0.3431,19.936,95.500
1127,10/09/17 01:00:00  PM,17.391,0.3395,21.246,81.600
1128,10/09/17 02:00:00  PM,18.152,0.3358,23.328,75.400
1129,10/09/17 03:00:00  PM,18.866,0.3329,24.074,71.500
1130,10/09/17 04:00:00  PM,19.365,0.3322,22.321,69.800
1131,10/09/17 05:00:00  PM,19.508,0.3308,20.770,74.300
1132,10/09/17 06:00:00  PM,19.222,0.3300,18.985,80.500
1133,10/09/17 07:00:00  PM,18.771,0.3293,17.034,86.300
1134,10/09/17 08:00:00  PM,18.247,0.3279,15.843,90.300
1135,10/09/17 09:00:00  PM,17.724,0.3279,15.151,92.700
1136,10/09/17 10:00:00  PM,17.249,0.3271,15.008,94.100
1137,10/09/17 11:00:00  PM,16.844,0.3257,14.553,94.900
1138,10/10/17 12:00:00  AM,16.487,0.3257,13.858,95.500
1139,10/10/17 01:00:00  AM,16.129,0.3250,13.209,96.000
1140,10/10/17 02:00:00  AM,15.748,0.3242,12.630,96.400
1141,10/10/17 03:00:00  AM,15.414,0.3242,12.219,96.700
1142,10/10/17 04:00:00  AM,15.079,0.3235,12.195,97.000
1143,10/10/17 05:00:00  AM,14.792,0.3228,11.637,97.200
1144,10/10/17 06:00:00  AM,14.529,0.3228,11.127,97.300
1145,10/10/17 07:00:00  AM,14.314,0.3220,11.005,97.500
1146,10/10/17 08:00:00  AM,14.098,0.3213,11.613,97.700
1147,10/10/17 09:00:00  AM,13.978,0.3213,13.762,97.700
1148,10/10/17 10:00:00  AM,14.026,0.3213,15.079,97.600
1149,10/10/17 11:00:00  AM,14.266,0.3213,17.938,97.300
1150,10/10/17 12:00:00  PM,14.721,0.3213,22.130,89.800
1151,10/10/17 01:00:00  PM,15.748,0.3213,25.428,66.900
1152,10/10/17 02:00:00  PM,17.011,0.3220,22.058,61.200
1153,10/10/17 03:00:00  PM,17.772,0.3220,23.376,63.000
1154,10/10/17 04:00:00  PM,18.271,0.3213,23.905,61.000
1155,10/10/17 05:00:00  PM,18.366,0.3220,21.366,61.600
1156,10/10/17 06:00:00  PM,18.271,0.3220,20.174,66.500
1157,10/10/17 07:00:00  PM,17.938,0.3213,17.724,49.000
1158,10/10/17 08:00:00  PM,17.272,0.3206,16.915,45.500
1159,10/10/17 09:00:00  PM,16.677,0.3199,16.082,48.500
1160,10/10/17 10:00:00  PM,16.225,0.3191,15.318,58.200
1161,10/10/17 11:00:00  PM,15.867,0.3191,14.290,69.500
1162,10/11/17 12:00:00  AM,15.533,0.3191,13.714,72.900
1163,10/11/17 01:00:00  AM,15.223,0.3191,13.064,75.400
1164,10/11/17 02:00:00  AM,14.936,0.3184,13.642,75.400
1165,10/11/17 03:00:00  AM,14.745,0.3184,13.425,73.100
1166,10/11/17 04:00:00  AM,14.625,0.3184,13.810,75.200
1167,10/11/17 05:00:00  AM,14.505,0.3177,13.257,72.300
1168,10/11/17 06:00:00  AM,14.337,0.3177,13.281,67.200
1169,10/11/17 07:00:00  AM,14.122,0.3177,12.799,67.400
1170,10/11/17 08:00:00  AM,13.906,0.3170,12.437,67.900
1171,10/11/17 09:00:00  AM,13.714,0.3170,11.929,70.400
1172,10/11/17 10:00:00  AM,13.570,0.3170,11.297,71.800
1173,10/11/17 11:00:00  AM,13.449,0.3170,11.953,72.300
1174,10/11/17 12:00:00  PM,13.425,0.3162,11.467,68.100
1175,10/11/17 01:00:00  PM,13.329,0.3162,10.956,69.700
1176,10/11/17 02:00:00  PM,13.305,0.3162,12.268,69.900
1177,10/11/17 03:00:00  PM,13.425,0.3155,12.171,65.800
1178,10/11/17 04:00:00  PM,13.473,0.3155,11.807,66.500
1179,10/11/17 05:00:00  PM,13.305,0.3155,10.320,66.900
1180,10/11/17 06:00:00  PM,13.112,0.3177,8.866,73.200
1181,10/11/17 07:00:00  PM,12.727,0.3199,8.419,85.100
1182,10/11/17 08:00:00  PM,12.389,0.3184,8.270,89.300
1183,10/11/17 09:00:00  PM,12.171,0.3162,8.170,90.300
